,state,biz_dict
0,Alaska,"{'https://www.yelp.com/biz/salon-ivy-anchorage-9?osq=Hair+Stylist': 'Salon Ivy', 'https://www.yelp.com/biz/you-beauty-lounge-anchorage?osq=Hair+Stylist': 'You Beauty Lounge', 'https://www.yelp.com/biz/maries-beauty-salon-and-supply-anchorage?osq=Hair+Stylist': 'Marie’s Beauty Salon & Supply', 'https://www.yelp.com/biz/dolphin-hair-designs-anchorage-3?osq=Hair+Stylist': 'Dolphin Hair Designs', 'https://www.yelp.com/biz/salon-poppy-anchorage?osq=Hair+Stylist': 'Salon Poppy', 'https://www.yelp.com/biz/koala-hair-company-anchorage?osq=Hair+Stylist': 'Koala Hair Company', 'https://www.yelp.com/biz/the-loft-hair-design-anchorage?osq=Hair+Stylist': 'The Loft Hair Design', 'https://www.yelp.com/biz/salon-nirvana-anchorage?osq=Hair+Stylist': 'Salon Nirvana', 'https://www.yelp.com/biz/revive-skin-and-hair-studio-anchorage-2?osq=Hair+Stylist': 'Revive Skin & Hair Studio', 'https://www.yelp.com/biz/beyoutiful-salon-studio-anchorage-4?osq=Hair+Stylist': 'Beyoutiful Salon Studio', 'https://www.yelp.com/biz/julias-hair-salon-anchorage-8?osq=Hair+Stylist': 'Julia’s Hair Salon', 'https://www.yelp.com/biz/sarahs-chair-anchorage-2?osq=Hair+Stylist': 'Sarah’s Chair', 'https://www.yelp.com/biz/perfect-look-hair-salon-anchorage?osq=Hair+Stylist': 'Perfect Look Hair Salon', 'https://www.yelp.com/biz/fresh-cuts-hair-design-anchorage?osq=Hair+Stylist': 'Fresh Cuts Hair Design', 'https://www.yelp.com/biz/lumiere-anchorage?osq=Hair+Stylist': 'Lumiere', 'https://www.yelp.com/biz/coco-hair-design-anchorage?osq=Hair+Stylist': 'Coco Hair Design', 'https://www.yelp.com/biz/stylized-hair-design-anchorage?osq=Hair+Stylist': 'Stylized Hair Design', 'https://www.yelp.com/biz/hair-by-jenn-anchorage?osq=Hair+Stylist': 'Hair by Jenn', 'https://www.yelp.com/biz/hair-concepts-anchorage?osq=Hair+Stylist': 'Hair Concepts', 'https://www.yelp.com/biz/alaska-hair-design-anchorage?osq=Hair+Stylist': 'Alaska Hair Design', 'https://www.yelp.com/biz/bellissima-hair-design-by-loredana-anchorage?osq=Hair+Stylist': 'Bellissima Hair Design By Loredana', 'https://www.yelp.com/biz/tiffany-paige-hair-anchorage?osq=Hair+Stylist': 'Tiffany Paige Hair', 'https://www.yelp.com/biz/drift-salon-anchorage-2?osq=Hair+Stylist': 'Drift Salon', 'https://www.yelp.com/biz/the-lexington-salon-and-spa-anchorage?osq=Hair+Stylist': 'The Lexington Salon and Spa', 'https://www.yelp.com/biz/misfits-salon-anchorage?osq=Hair+Stylist': 'Misfits Salon', 'https://www.yelp.com/biz/renagade-style-anchorage?osq=Hair+Stylist': 'Renagade Style', 'https://www.yelp.com/biz/majestik-hair-kreations-anchorage?osq=Hair+Stylist': 'Majestik Hair Kreations', 'https://www.yelp.com/biz/east-anchorage-fred-meyer-perfect-look-anchorage-2?osq=Hair+Stylist': 'East Anchorage Fred Meyer Perfect Look', 'https://www.yelp.com/biz/abundant-roots-anchorage?osq=Hair+Stylist': 'Abundant Roots', 'https://www.yelp.com/biz/the-color-palette-by-carrie-peacock-anchorage?osq=Hair+Stylist': 'The Color Palette By Carrie Peacock', 'https://www.yelp.com/biz/suns-beauty-salon-anchorage?osq=Hair+Stylist': 'Sun’s Beauty Salon', 'https://www.yelp.com/biz/jt-rich-hair-anchorage?osq=Hair+Stylist': 'JT Rich Hair', 'https://www.yelp.com/biz/innovative-hair-design-by-marcy-anchorage?osq=Hair+Stylist': 'Innovative Hair Design By Marcy', 'https://www.yelp.com/biz/wild-woman-hair-anchorage?osq=Hair+Stylist': 'Wild Woman Hair', 'https://www.yelp.com/biz/pretty-parlor-anchorage?osq=Hair+Stylist': 'Pretty Parlor', 'https://www.yelp.com/biz/lola-s-salon-and-spa-anchorage?osq=Hair+Stylist': 'Lola’s Salon and Spa', 'https://www.yelp.com/biz/plush-beauty-bar-anchorage?osq=Hair+Stylist': 'Plush Beauty Bar', 'https://www.yelp.com/biz/perfect-look-salons-anchorage?osq=Hair+Stylist': 'Perfect Look Salons', 'https://www.yelp.com/biz/shear-lara-anchorage?osq=Hair+Stylist': 'Shear Lara', 'https://www.yelp.com/biz/hair-by-rhonda-a-paul-mitchell-stylist-anchorage-2?osq=Hair+Stylist': 'Hair by Rhonda, A Paul Mitchell Stylist', 'https://www.yelp.com/biz/mechelles-hair-designs-anchorage-2?osq=Hair+Stylist': 'Mechelle’s Hair Designs', 'https://www.yelp.com/biz/hairons-hair-design-anchorage?osq=Hair+Stylist': 'Hairon’s Hair Design', 'https://www.yelp.com/biz/a-head-of-time-anchorage-2?osq=Hair+Stylist': 'A Head of Time'}"
1,Alabama,"{'https://www.yelp.com/biz/wheelhouse-salon-birmingham-2?osq=Hair+Stylist': 'Wheelhouse Salon', 'https://www.yelp.com/biz/the-collective-birmingham?osq=Hair+Stylist': 'The Collective', 'https://www.yelp.com/biz/tonya-jones-salonspa-birmingham?osq=Hair+Stylist': 'Tonya Jones SalonSpa', 'https://www.yelp.com/biz/paul-mitchell-the-school-birmingham-birmingham-2?osq=Hair+Stylist': 'Paul Mitchell The School Birmingham', 'https://www.yelp.com/biz/glam-beauty-boutique-vestavia-hills?osq=Hair+Stylist': 'GLAM Beauty Boutique', 'https://www.yelp.com/biz/hair-impressions-vestavia-hills?osq=Hair+Stylist': 'Hair Impressions', 'https://www.yelp.com/biz/the-color-lab-birmingham-2?osq=Hair+Stylist': 'The Color Lab', 'https://www.yelp.com/biz/the-hair-bar-birmingham-4?osq=Hair+Stylist': 'The Hair Bar', 'https://www.yelp.com/biz/capelli-salon-birmingham?osq=Hair+Stylist': 'Capelli Salon', 'https://www.yelp.com/biz/wildflower-salon-mountain-brook-2?osq=Hair+Stylist': 'Wildflower Salon', 'https://www.yelp.com/biz/blo-blow-dry-bar-homewood-2?osq=Hair+Stylist': 'Blo Blow Dry Bar', 'https://www.yelp.com/biz/tonya-jones-salon-spa-birmingham-2?osq=Hair+Stylist': 'Tonya Jones Salon Spa', 'https://www.yelp.com/biz/t-fox-salon-hoover-5?osq=Hair+Stylist': 'T. Fox Salon', 'https://www.yelp.com/biz/the-signature-salon-trussville-3?osq=Hair+Stylist': 'The Signature Salon', 'https://www.yelp.com/biz/salon-119-alabaster?osq=Hair+Stylist': 'Salon 119', 'https://www.yelp.com/biz/paris-hair-salon-birmingham?osq=Hair+Stylist': 'Paris Hair Salon', 'https://www.yelp.com/biz/illusions-hair-design-gardendale?osq=Hair+Stylist': 'Illusions Hair Design', 'https://www.yelp.com/biz/tcole-hair-studio-homewood-2?osq=Hair+Stylist': 'TCole Hair Studio', 'https://www.yelp.com/biz/southern-grace-salon-and-spa-fultondale?osq=Hair+Stylist': 'Southern Grace Salon And Spa', 'https://www.yelp.com/biz/hair-expressions-birmingham-3?osq=Hair+Stylist': 'Hair Expressions', 'https://www.yelp.com/biz/tangles-vestavia-birmingham?osq=Hair+Stylist': 'Tangles Vestavia', 'https://www.yelp.com/biz/oh-hair-chelsea-2?osq=Hair+Stylist': 'Oh Hair!', 'https://www.yelp.com/biz/hairfolk-birmingham?osq=Hair+Stylist': 'Hairfolk', 'https://www.yelp.com/biz/no-limits-hair-and-style-salon-birmingham?osq=Hair+Stylist': 'No Limits Hair & Style Salon', 'https://www.yelp.com/biz/salon-46-homewood?osq=Hair+Stylist': 'Salon 46', 'https://www.yelp.com/biz/posh-hair-and-spa-birmingham?osq=Hair+Stylist': 'Posh Hair And Spa', 'https://www.yelp.com/biz/dk-and-company-salon-chelsea?osq=Hair+Stylist': 'DK & Company Salon', 'https://www.yelp.com/biz/the-lock-oasis-natural-hair-studio-birmingham?osq=Hair+Stylist': 'The Lock Oasis Natural Hair Studio', 'https://www.yelp.com/biz/lisas-barber-shop-warrior?osq=Hair+Stylist': 'Lisa’s Barber Shop', 'https://www.yelp.com/biz/blush-blow-salon-chelsea?osq=Hair+Stylist': 'Blush + Blow Salon', 'https://www.yelp.com/biz/salon-ru-trussville-3?osq=Hair+Stylist': 'Salon Ru’', 'https://www.yelp.com/biz/the-wash-house-salon-warrior-2?osq=Hair+Stylist': 'The Wash House Salon', 'https://www.yelp.com/biz/the-nailed-braider-salon-birmingham?osq=Hair+Stylist': 'The Nailed Braider Salon', 'https://www.yelp.com/biz/kenneth-clayton-salon-birmingham?osq=Hair+Stylist': 'Kenneth Clayton Salon', 'https://www.yelp.com/biz/katie-pfitzer-vestavia-hills?osq=Hair+Stylist': 'Katie Pfitzer', 'https://www.yelp.com/biz/joanns-hair-salon-pelham?osq=Hair+Stylist': 'Joann’s Hair Salon', 'https://www.yelp.com/biz/thehairshop-birmingham?osq=Hair+Stylist': 'TheHairShop', 'https://www.yelp.com/biz/glitz-and-glamour-salon-and-spa-pelham?osq=Hair+Stylist': 'Glitz & Glamour Salon & Spa', 'https://www.yelp.com/biz/smiles-and-stylez-birmingham?osq=Hair+Stylist': 'Smiles & Stylez', 'https://www.yelp.com/biz/the-look-studio-mccalla?osq=Hair+Stylist': 'The Look Studio', 'https://www.yelp.com/biz/belk-salon-and-spa-birmingham-2?osq=Hair+Stylist': 'Belk Salon & Spa', 'https://www.yelp.com/biz/sharkeys-cuts-for-kids-birmingham-birmingham?osq=Hair+Stylist': 'Sharkey’s Cuts for Kids - Birmingham', 'https://www.yelp.com/biz/southern-curly-girls-no-title?osq=Hair+Stylist': 'Southern Curly Girls', 'https://www.yelp.com/biz/iam-irby-beauty-boutique-birmingham?osq=Hair+Stylist': 'IAM Irby Beauty Boutique', 'https://www.yelp.com/biz/crave-hair-studio-hoover?osq=Hair+Stylist': 'Crave Hair Studio', 'https://www.yelp.com/biz/ask-natural-touch-ashunta-hos-birmingham?osq=Hair+Stylist': 'Ask Natural Touch/ASHUN’TA HOS', 'https://www.yelp.com/biz/hair-ministry-trussville?osq=Hair+Stylist': 'Hair Ministry', 'https://www.yelp.com/biz/concepci%C3%B3n-vestavia-hills?osq=Hair+Stylist': 'Concepción', 'https://www.yelp.com/biz/studio-5-14-springville?osq=Hair+Stylist': 'Studio 5:14', 'https://www.yelp.com/biz/adelayo-hair-studio-vestavia-hills?osq=Hair+Stylist': 'Adelayo Hair Studio', 'https://www.yelp.com/biz/french-and-towers-salon-homewood-3?osq=Hair+Stylist': 'French and Towers Salon', 'https://www.yelp.com/biz/mb-salon-birmingham?osq=Hair+Stylist': 'MB Salon', 'https://www.yelp.com/biz/hair-group-birmingham-2?osq=Hair+Stylist': 'Hair Group', 'https://www.yelp.com/biz/stacie-loomis-at-ann-taylor-salon-pelham?osq=Hair+Stylist': 'Stacie Loomis At Ann Taylor Salon', 'https://www.yelp.com/biz/zxolalogy-healthy-hair-salon-birmingham?osq=Hair+Stylist': 'Zxolalogy Healthy Hair Salon', 'https://www.yelp.com/biz/keana-s-hair-studio-birmingham?osq=Hair+Stylist': 'Keana’s Hair Studio', 'https://www.yelp.com/biz/jay-s-locs-birmingham-2?osq=Hair+Stylist': 'Jay’s Locs', 'https://www.yelp.com/biz/endless-beauty-birmingham-2?osq=Hair+Stylist': 'Endless Beauty', 'https://www.yelp.com/biz/the-shop-on-78-birmingham?osq=Hair+Stylist': 'The shop on 78', 'https://www.yelp.com/biz/sunshine-salon-barber-and-beauty-suites-birmingham?osq=Hair+Stylist': 'Sunshine Salon Barber and Beauty Suites', 'https://www.yelp.com/biz/hair-by-laurie-birmingham?osq=Hair+Stylist': 'Hair By Laurie', 'https://www.yelp.com/biz/a-sisters-love-beaute-hoover-3?osq=Hair+Stylist': 'A Sisters Love Beaute', 'https://www.yelp.com/biz/locs-and-more-by-adajah-birmingham?osq=Hair+Stylist': 'Locs & More by Adajah', 'https://www.yelp.com/biz/go-no-birmingham?osq=Hair+Stylist': 'Go No', 'https://www.yelp.com/biz/studio-t-hair-salon-dora?osq=Hair+Stylist': 'Studio T Hair Salon', 'https://www.yelp.com/biz/b-wesley-hair-studio-center-point-3?osq=Hair+Stylist': 'B Wesley Hair Studio', 'https://www.yelp.com/biz/salon-cuttinup-birmingham-2?osq=Hair+Stylist': 'Salon cuttinup', 'https://www.yelp.com/biz/salon-oasis-hoover?osq=Hair+Stylist': 'Salon Oasis', 'https://www.yelp.com/biz/blush-salon-hoover?osq=Hair+Stylist': 'Blush Salon', 'https://www.yelp.com/biz/hair-tech-studio-birmingham?osq=Hair+Stylist': 'Hair Tech Studio', 'https://www.yelp.com/biz/kuttin-up-trussville-2?osq=Hair+Stylist': 'Kuttin Up', 'https://www.yelp.com/biz/speed-spa-mountain-brook?osq=Hair+Stylist': 'Speed Spa', 'https://www.yelp.com/biz/cmonique-beautique-and-spa-bessemer?osq=Hair+Stylist': 'CMonique Beautique & Spa', 'https://www.yelp.com/biz/mj-n-kenzie-s-birmingham?osq=Hair+Stylist': 'Mj n kenzie’s', 'https://www.yelp.com/biz/beautifulee-created-byleelee-birmingham?osq=Hair+Stylist': 'Beautifulee Created Byleelee', 'https://www.yelp.com/biz/aris-garcia-hairstylist-birmingham?osq=Hair+Stylist': 'Aris Garcia Hairstylist', 'https://www.yelp.com/biz/great-clips-helena-3?osq=Hair+Stylist': 'Great Clips', 'https://www.yelp.com/biz/deez-flawlezz-cutz-dora-2?osq=Hair+Stylist': 'Deez Flawlezz Cutz', 'https://www.yelp.com/biz/styles-by-jaletra-bessemer?osq=Hair+Stylist': 'Styles by Jaletra', 'https://www.yelp.com/biz/justines-at-the-hollymount-trussville?osq=Hair+Stylist': 'Justine’s at the Hollymount', 'https://www.yelp.com/biz/belk-salon-and-spa-birmingham?osq=Hair+Stylist': 'Belk Salon & Spa', 'https://www.yelp.com/biz/pigtails-and-crewcuts-haircuts-for-kids-trussville-no-title?osq=Hair+Stylist': 'Pigtails & Crewcuts: Haircuts for Kids - Trussville', 'https://www.yelp.com/biz/its-all-good-natural-hair-care-birmingham?osq=Hair+Stylist': 'Its All Good Natural Hair Care', 'https://www.yelp.com/biz/the-nook-hair-salon-and-studio-birmingham?osq=Hair+Stylist': 'The Nook Hair Salon and Studio', 'https://www.yelp.com/biz/nays-natural-touch-birmingham?osq=Hair+Stylist': 'Nay’s Natural Touch', 'https://www.yelp.com/biz/salonscape-hoover?osq=Hair+Stylist': 'Salonscape', 'https://www.yelp.com/biz/the-signature-salon-birmingham?osq=Hair+Stylist': 'The Signature Salon', 'https://www.yelp.com/biz/timmorah-hair-makeup-fashion-birmingham?osq=Hair+Stylist': 'Timmorah Hair Makeup Fashion', 'https://www.yelp.com/biz/iglam-beauty-lounge-alabaster?osq=Hair+Stylist': 'iGlam Beauty Lounge', 'https://www.yelp.com/biz/natural-remedies-hair-salon-bessemer?osq=Hair+Stylist': 'Natural Remedies Hair Salon', 'https://www.yelp.com/biz/maven-hair-company-hoover?osq=Hair+Stylist': 'Maven Hair Company', 'https://www.yelp.com/biz/larajes-house-of-styles-homewood?osq=Hair+Stylist': 'Laraje’s House of Styles', 'https://www.yelp.com/biz/k-and-m-beauty-hoover?osq=Hair+Stylist': 'K&M Beauty', 'https://www.yelp.com/biz/the-sweet-suite-hair-at-the-annex-alabaster-2?osq=Hair+Stylist': 'The Sweet Suite Hair at The Annex', 'https://www.yelp.com/biz/burdesha-beauty-and-barber-lounje-hoover-2?osq=Hair+Stylist': 'Burdesha Beauty & Barber Loun’je', 'https://www.yelp.com/biz/salon-doreen-pinson?osq=Hair+Stylist': 'Salon Doreen'}"
2,Arkansas,"{'https://www.yelp.com/biz/salon-scarlet-little-rock-2?osq=Hair+Stylist': 'Salon Scarlet', 'https://www.yelp.com/biz/anue-salon-little-rock?osq=Hair+Stylist': 'Anue Salon', 'https://www.yelp.com/biz/wicked-salon-north-little-rock-2?osq=Hair+Stylist': 'Wicked Salon', 'https://www.yelp.com/biz/emily-schroeder-hair-artist-maumelle-3?osq=Hair+Stylist': 'Emily Schroeder Hair Artist', 'https://www.yelp.com/biz/dry-and-dash-little-rock?osq=Hair+Stylist': 'Dry & Dash', 'https://www.yelp.com/biz/salon-l-little-rock-2?osq=Hair+Stylist': 'Salon L', 'https://www.yelp.com/biz/salon-gloss-little-rock?osq=Hair+Stylist': 'Salon Gloss', 'https://www.yelp.com/biz/upper-cut-salon-and-spa-north-little-rock?osq=Hair+Stylist': 'Upper Cut Salon and Spa', 'https://www.yelp.com/biz/headwaves-salon-little-rock?osq=Hair+Stylist': 'Headwaves Salon', 'https://www.yelp.com/biz/tiffanys-salon-little-rock-2?osq=Hair+Stylist': 'Tiffany’s Salon', 'https://www.yelp.com/biz/reflections-spa-and-salon-little-rock?osq=Hair+Stylist': 'Reflections Spa & Salon', 'https://www.yelp.com/biz/desdeshae-hair-little-rock?osq=Hair+Stylist': 'DesDeshae Hair', 'https://www.yelp.com/biz/la-belle-vie-boutique-salon-bryant?osq=Hair+Stylist': 'La Belle Vie Boutique Salon', 'https://www.yelp.com/biz/emerge-hair-studio-maumelle?osq=Hair+Stylist': 'Emerge Hair Studio', 'https://www.yelp.com/biz/haven-salon-studios-little-rock?osq=Hair+Stylist': 'Haven Salon Studios', 'https://www.yelp.com/biz/the-diamond-salon-little-rock-2?osq=Hair+Stylist': 'The Diamond Salon', 'https://www.yelp.com/biz/jamie-cottrill-hair-little-rock-2?osq=Hair+Stylist': 'Jamie Cottrill Hair', 'https://www.yelp.com/biz/lush-studios-salon-little-rock-3?osq=Hair+Stylist': 'LUSH Studios Salon', 'https://www.yelp.com/biz/primp-station-sherwood?osq=Hair+Stylist': 'Primp Station', 'https://www.yelp.com/biz/taaydeon-sherwood-2?osq=Hair+Stylist': 'TaayDeon', 'https://www.yelp.com/biz/just-blow-a-blowout-bar-little-rock?osq=Hair+Stylist': 'Just Blow- a blowout bar', 'https://www.yelp.com/biz/all-tressed-up-by-ebony-little-rock?osq=Hair+Stylist': 'ALL Tressed Up by Ebony', 'https://www.yelp.com/biz/the-salon-by-allison-little-rock?osq=Hair+Stylist': 'The Salon by Allison', 'https://www.yelp.com/biz/the-ankh-salon-little-rock?osq=Hair+Stylist': 'The Ankh Salon', 'https://www.yelp.com/biz/canvas-salon-and-spa-no-title?osq=Hair+Stylist': 'Canvas Salon and Spa', 'https://www.yelp.com/biz/thairapy-beauty-studio-little-rock?osq=Hair+Stylist': 'Thairapy Beauty Studio', 'https://www.yelp.com/biz/bradleys-balayage-little-rock-2?osq=Hair+Stylist': 'Bradley’s Balayage', 'https://www.yelp.com/biz/stasi-serfaty-hairstylist-little-rock?osq=Hair+Stylist': 'Stasi Serfaty Hairstylist', 'https://www.yelp.com/biz/forever-color-by-madi-mason-at-sola-salon-little-rock?osq=Hair+Stylist': 'Forever Color by Madi Mason at Sola Salon', 'https://www.yelp.com/biz/styles-by-tonya-sherwood?osq=Hair+Stylist': 'Styles By Tonya', 'https://www.yelp.com/biz/thee-colorist-salon-north-little-rock?osq=Hair+Stylist': 'Thee Colorist Salon', 'https://www.yelp.com/biz/the-parlor-salon-north-little-rock?osq=Hair+Stylist': 'The Parlor Salon', 'https://www.yelp.com/biz/jls-limit3d-hair-studio-north-little-rock-5?osq=Hair+Stylist': 'JLS Limit3d Hair Studio', 'https://www.yelp.com/biz/anointed-hands-salon-and-spa-north-little-rock?osq=Hair+Stylist': 'Anointed Hands Salon and Spa', 'https://www.yelp.com/biz/the-fix-salon-little-rock?osq=Hair+Stylist': 'The Fix salon', 'https://www.yelp.com/biz/tyler-richards-little-rock?osq=Hair+Stylist': 'Tyler Richards', 'https://www.yelp.com/biz/miracle-designs-little-rock?osq=Hair+Stylist': 'Miracle Designs', 'https://www.yelp.com/biz/a-place-of-grace-salon-sherwood?osq=Hair+Stylist': 'A Place Of Grace Salon', 'https://www.yelp.com/biz/anointed-styles-little-rock?osq=Hair+Stylist': 'Anointed Styles', 'https://www.yelp.com/biz/honee-glitz-salon-and-spa-little-rock?osq=Hair+Stylist': 'Honee Glitz Salon & Spa', 'https://www.yelp.com/biz/the-salon-professional-academy-salon-sherwood?osq=Hair+Stylist': 'The Salon Professional Academy Salon', 'https://www.yelp.com/biz/payton-place-salon-north-little-rock-3?osq=Hair+Stylist': 'Payton Place Salon', 'https://www.yelp.com/biz/hair-by-hannah-moon-little-rock?osq=Hair+Stylist': 'Hair by Hannah Moon', 'https://www.yelp.com/biz/dirtybird-s-salon-and-barber-shop-bryant?osq=Hair+Stylist': 'DirtyBird’s salon and barber shop', 'https://www.yelp.com/biz/high-level-hair-little-rock?osq=Hair+Stylist': 'High Level Hair', 'https://www.yelp.com/biz/shelby-louise-african-hair-braiding-little-rock?osq=Hair+Stylist': 'Shelby Louise African Hair Braiding', 'https://www.yelp.com/biz/candace-reese-beauty-little-rock?osq=Hair+Stylist': 'Candace Reese Beauty', 'https://www.yelp.com/biz/amanda-arbogast-north-little-rock?osq=Hair+Stylist': 'Amanda Arbogast', 'https://www.yelp.com/biz/beauty-forever-yours-studio-sherwood-2?osq=Hair+Stylist': 'Beauty Forever Yours Studio', 'https://www.yelp.com/biz/tiffany-s-salon-little-rock?osq=Hair+Stylist': 'Tiffany’s Salon', 'https://www.yelp.com/biz/beautiful-styles-by-tiffany-sherwood?osq=Hair+Stylist': 'Beautiful Styles By Tiffany', 'https://www.yelp.com/biz/hair-by-keysha-north-little-rock?osq=Hair+Stylist': 'Hair By Keysha', 'https://www.yelp.com/biz/the-creative-scene-north-little-rock?osq=Hair+Stylist': 'The Creative Scene', 'https://www.yelp.com/biz/boon-hands-little-rock?osq=Hair+Stylist': 'Boon Hands', 'https://www.yelp.com/biz/alli-summers-stylist-little-rock?osq=Hair+Stylist': 'Alli Summers Stylist', 'https://www.yelp.com/biz/ashley-nicole-salon-north-little-rock?osq=Hair+Stylist': 'Ashley Nicole Salon', 'https://www.yelp.com/biz/the-cut-off-salon-north-little-rock-2?osq=Hair+Stylist': 'The Cut Off Salon', 'https://www.yelp.com/biz/salon-innovations-jacksonville?osq=Hair+Stylist': 'Salon Innovations', 'https://www.yelp.com/biz/studio-c-bryant-2?osq=Hair+Stylist': 'Studio C', 'https://www.yelp.com/biz/jl-salon-studio-sherwood?osq=Hair+Stylist': 'JL Salon Studio', 'https://www.yelp.com/biz/kurls-salon-and-spa-north-little-rock-4?osq=Hair+Stylist': 'Kurls Salon & Spa', 'https://www.yelp.com/biz/shear-balance-salon-little-rock-2?osq=Hair+Stylist': 'SheAR Balance Salon', 'https://www.yelp.com/biz/identity-hair-studio-little-rock-3?osq=Hair+Stylist': 'identity hair studio', 'https://www.yelp.com/biz/raspberries-hair-and-curvy-boutique-little-rock?osq=Hair+Stylist': 'Raspberries Hair & Curvy Boutique', 'https://www.yelp.com/biz/doyles-hair-fashion-little-rock-2?osq=Hair+Stylist': 'Doyle’s Hair Fashion', 'https://www.yelp.com/biz/be-unique-luxury-salon-spa-little-rock?osq=Hair+Stylist': 'Be Unique Luxury Salon Spa', 'https://www.yelp.com/biz/fontaines-little-rock-2?osq=Hair+Stylist': 'Fontaine’s', 'https://www.yelp.com/biz/salon-cirae-little-rock?osq=Hair+Stylist': 'Salon Cirae'}"
